"Grupo","Grupo(RAW)","Aparato","Aparato(RAW)","Sensor","Sensor(RAW)","Estado","Estado(RAW)"
"CE PARAPANDA Torre de Carlos de Loja","CE PARAPANDA Torre de Carlos de Loja","CE Parapanda - CPD Trevenque","CE Parapanda - CPD Trevenque","","","Disponible","3"
"CEHEGIN","CEHEGIN","s216175_Cehegin","s216175_Cehegin","","","Disponible","3"
"CEHEGIN","CEHEGIN","r216175_Telecom Cehegin_PPAL","r216175_Telecom Cehegin_PPAL","","","Disponible","3"
"CENTRE DE FORMACIO PEJOAN","CENTRE DE FORMACIO PEJOAN","338715 CENTRE FORMACIO PEJOAN LTE","338715 CENTRE FORMACIO PEJOAN LTE","","","Disponible","3"
"CENTRO COLUMELA","CENTRO COLUMELA","314333_CentroColumela","314333_CentroColumela","","","Pausado","8"
"CENTRO DE ESTUDIOS SUPERIORES Y TEC","CENTRO DE ESTUDIOS SUPERIORES Y TEC","1-31G2V Centro de Estudios Superiores y Tec. FTTH 300M Oceans","1-31G2V Centro de Estudios Superiores y Tec. FTTH 300M Oceans","","","Disponible","3"
"CENTRO DE ESTUDIOS SUPERIORES Y TEC","CENTRO DE ESTUDIOS SUPERIORES Y TEC","1-31G2V Centro de Estudios Superiores y Tec. LTE Backup","1-31G2V Centro de Estudios Superiores y Tec. LTE Backup","","","Disponible","3"
"CLABERE NEGOCIOS","CLABERE NEGOCIOS","CLABERE_331797 (100M) [Cisco IOS Cisco Device]","CLABERE_331797 (100M) [Cisco IOS Cisco Device]","","","Disponible","3"
"CLABERE NEGOCIOS","CLABERE NEGOCIOS","CLABERE_331797 (backup FTTH)","CLABERE_331797 (backup FTTH)","","","Disponible","3"
"CLIC CENTRO LENG. E INTERCAMB. CULTURAL","CLIC CENTRO LENG. E INTERCAMB. CULTURAL","10.97.123.89 (FTTH 300/300 OCEANS - CLIC CENTRO LENG. E INTERCAMB. CULTURAL) [Webserver]","10.97.123.89 (FTTH 300/300 OCEANS - CLIC CENTRO LENG. E INTERCAMB. CULTURAL) [Webserver]","","","Disponible","3"
"Cloudlan S.L","Cloudlan S.L","216374_Cloudlan","216374_Cloudlan","","","Disponible","3"
"Club Nautico Sevilla","Club Nautico Sevilla","Club Nautico Sevilla 337312","Club Nautico Sevilla 337312","","","Disponible","3"
"COBRA INSTALACIONES","COBRA INSTALACIONES","337557 Cobra Instalaciones FTTH 40M (Badajoz)","337557 Cobra Instalaciones FTTH 40M (Badajoz)","","","Disponible","3"
"CODIAUTO","CODIAUTO","Codimotor_Central (Codimotor_Sev_Cisco1800) [Cisco IOS ADSL Cisco Device]","Codimotor_Central (Codimotor_Sev_Cisco1800) [Cisco IOS ADSL Cisco Device]","","","Disponible","3"
"CODIAUTO","CODIAUTO","Codimotor_Huelva_Cisco1700 [Cisco IOS ADSL Cisco Device]","Codimotor_Huelva_Cisco1700 [Cisco IOS ADSL Cisco Device]","","","Disponible","3"
"COFARAN","COFARAN","COFARAN_324788","COFARAN_324788","","","Disponible","3"
"COGNICASE","COGNICASE","CMC_Caleruega (Alb.10534-CiscoCaleruega) [Cisco IOS Cisco Device]","CMC_Caleruega (Alb.10534-CiscoCaleruega) [Cisco IOS Cisco Device]","","","Disponible","3"
"COGNICASE","COGNICASE","13654_COGNICASE","13654_COGNICASE","","","Disponible","3"
"COLEGIO LA INMACULADA","COLEGIO LA INMACULADA","335924_Col_La_Inmaculada","335924_Col_La_Inmaculada","","","Disponible","3"
"COLEGIO MARISTAS CRISTO REY","COLEGIO MARISTAS CRISTO REY","87.124.169.16 (F33448_ColegioMaristas(A CORUÑA)) [Webserver]","87.124.169.16 (F33448_ColegioMaristas(A CORUÑA)) [Webserver]","","","Disponible","3"
"COLEGIO MARISTAS CRISTO REY","COLEGIO MARISTAS CRISTO REY","F33448_Colegio_Maristas_Cristo_Rey","F33448_Colegio_Maristas_Cristo_Rey","","","Disponible","3"
"COLORES CERAMICOS","COLORES CERAMICOS","329535_Colores_Ceramicos","329535_Colores_Ceramicos","","","Disponible","3"
"COLORES Y COMPUESTOS PLASTICOS","COLORES Y COMPUESTOS PLASTICOS","1-AWCXO Colores y Compuestos Plasticos LTE Backup","1-AWCXO Colores y Compuestos Plasticos LTE Backup","","","Disponible","3"
"COLORES Y COMPUESTOS PLASTICOS","COLORES Y COMPUESTOS PLASTICOS","1-AWCXO Colores y Compuestos Plasticos 100M PPAL FO Adamo","1-AWCXO Colores y Compuestos Plasticos 100M PPAL FO Adamo","","","Disponible","3"
"COM DIST DE MAQUINARIA Y RODILLOS","COM DIST DE MAQUINARIA Y RODILLOS","FTTH_139.47.139.27","FTTH_139.47.139.27","","","Disponible","3"
"COMARCH SOFTWARE SPAIN SLU","COMARCH SOFTWARE SPAIN SLU","F33828_Comarch_Software_Spain","F33828_Comarch_Software_Spain","","","Disponible","3"
"COMERCIAL RUPEREZ NAUTICA","COMERCIAL RUPEREZ NAUTICA","338732_Comercial_Ruperez_Nautica","338732_Comercial_Ruperez_Nautica","","","Disponible","3"
"COMERCIAL STRICK","COMERCIAL STRICK","336386 Comercial Strick 10M Ufinet","336386 Comercial Strick 10M Ufinet","","","Disponible","3"
"COMERCIANTES ELECTRODOMESTICOS CORDOBA, S.A.","COMERCIANTES ELECTRODOMESTICOS CORDOBA, S.A.","FTTH_COMERCIANTES_ELECTRODOMESTICOS_CORDOBA","FTTH_COMERCIANTES_ELECTRODOMESTICOS_CORDOBA","","","Pausado","8"
"COMESS GROUP RESTAURACION (LIZARRAN)","COMESS GROUP RESTAURACION (LIZARRAN)","10.97.123.165 (F33654_COMESS_GROUP_Cerro_Minguete) [Webserver]","10.97.123.165 (F33654_COMESS_GROUP_Cerro_Minguete) [Webserver]","","","Disponible","3"
"COMESS GROUP RESTAURACION (LIZARRAN)","COMESS GROUP RESTAURACION (LIZARRAN)","330863_COMESS_GROUP_Padre_Damian_1ªPLANTA_NEO","330863_COMESS_GROUP_Padre_Damian_1ªPLANTA_NEO","","","Disponible","3"
"COMESS GROUP RESTAURACION (LIZARRAN)","COMESS GROUP RESTAURACION (LIZARRAN)","330863_COMESS_GROUP_Padre_Damian_1ªPLANTA_UFINET","330863_COMESS_GROUP_Padre_Damian_1ªPLANTA_UFINET","","","Disponible","3"
"COMESS GROUP RESTAURACION (LIZARRAN)","COMESS GROUP RESTAURACION (LIZARRAN)","334816_COMESS_GROUP_Atocha","334816_COMESS_GROUP_Atocha","","","Disponible","3"
"COMPUTER GLOBAL FUTURE INFORMATICA","COMPUTER GLOBAL FUTURE INFORMATICA","F4214_COMPUTER_GLOBAL_FUTURE_INFORMATICA","F4214_COMPUTER_GLOBAL_FUTURE_INFORMATICA","","","Disponible","3"
"COMUNICACIONES INFORMATICA DATO Y ELECTRONICA","COMUNICACIONES INFORMATICA DATO Y ELECTRONICA","323154 COMUNICACIONES INFORMATICA DATO Y ELECTRONICA","323154 COMUNICACIONES INFORMATICA DATO Y ELECTRONICA","","","Disponible","3"
"CONCISA (PILAR DE HORADADA)","CONCISA (PILAR DE HORADADA)","216364_Concisa_PUERTO EN AGW_MUR_01","216364_Concisa_PUERTO EN AGW_MUR_01","","","Disponible","3"
"CONCISA (PILAR DE HORADADA)","CONCISA (PILAR DE HORADADA)","rou_216364_Concisa","rou_216364_Concisa","","","Disponible","3"
"CONDE NET","CONDE NET","Conde_Net_331733 (331733_CONDE_NET) [Cisco IOS Cisco Device]","Conde_Net_331733 (331733_CONDE_NET) [Cisco IOS Cisco Device]","","","Disponible","3"
"CONFEDRACION HIDROGRAFICA SEGURA","CONFEDRACION HIDROGRAFICA SEGURA","1-5ZXPQ Embalse del Bayco","1-5ZXPQ Embalse del Bayco","","","Disponible","3"
"CONFEDRACION HIDROGRAFICA SEGURA","CONFEDRACION HIDROGRAFICA SEGURA","1-5ZXPQ Embalse de los Charcos","1-5ZXPQ Embalse de los Charcos","","","Disponible","3"
"CONFEDRACION HIDROGRAFICA SEGURA","CONFEDRACION HIDROGRAFICA SEGURA","1-5ZXPQ Embalse de Talave","1-5ZXPQ Embalse de Talave","","","Disponible","3"
"CONFEDRACION HIDROGRAFICA SEGURA","CONFEDRACION HIDROGRAFICA SEGURA","1-5ZXPQ Embalse de Camarillas","1-5ZXPQ Embalse de Camarillas","","","Disponible","3"
"CONFEDRACION HIDROGRAFICA SEGURA","CONFEDRACION HIDROGRAFICA SEGURA","1-5ZXPQ Embalse Alfonso XIII","1-5ZXPQ Embalse Alfonso XIII","","","Disponible","3"
"CONGREGACION HIJAS DE LA CARIDAD","CONGREGACION HIJAS DE LA CARIDAD","FTTH_F43024_CONGREGACION_HIJAS_DE_LA_CARIDAD","FTTH_F43024_CONGREGACION_HIJAS_DE_LA_CARIDAD","","","Disponible","3"
"CONSEJO SUP. DE LOS COLEGIOS DE ARQUITECTOS","CONSEJO SUP. DE LOS COLEGIOS DE ARQUITECTOS","Colegio_Arquitectos_335922_10M_Sarenet (335922 Consejo Sup. de los Colegios de Arquitectos) [Cisco IOS ADSL Cisco Device]","Colegio_Arquitectos_335922_10M_Sarenet (335922 Consejo Sup. de los Colegios de Arquitectos) [Cisco IOS ADSL Cisco Device]","","","Disponible","3"
"CONSTRUCCIONES FERROVIARIAS DE MADRID","CONSTRUCCIONES FERROVIARIAS DE MADRID","336806 ConstrFerroviarias","336806 ConstrFerroviarias","","","Pausado","8"
"Contesta Teleservicios","Contesta Teleservicios","Contesta_100MUfinet_F38457 (Contesta Teleservicios_F38457_ 100M/100M FO de Ufinet) [Cisco IOS Cisco Device]","Contesta_100MUfinet_F38457 (Contesta Teleservicios_F38457_ 100M/100M FO de Ufinet) [Cisco IOS Cisco Device]","","","Disponible","3"
"Coria TV","Coria TV","223000_swi","223000_swi","","","Pausado","8"
"Coria TV","Coria TV","223000_Coria_TV (GNF 1Gb)","223000_Coria_TV (GNF 1Gb)","","","Disponible","3"
"CORPIC","CORPIC","331857_CORPIC","331857_CORPIC","","","Disponible","3"
"Corporacion de Organizacion y Representaciones","Corporacion de Organizacion y Representaciones","FTTH_333554 (Corporacion de Organizacion y representaciones) [Cisco IOS Cisco Device]","FTTH_333554 (Corporacion de Organizacion y representaciones) [Cisco IOS Cisco Device]","","","Disponible","3"
"CORPORACION FINANCIERA ARCO","CORPORACION FINANCIERA ARCO","CorporacionArco_Main 336003","CorporacionArco_Main 336003","","","Disponible","3"
"CORPORACION FINANCIERA ARCO","CORPORACION FINANCIERA ARCO","CorporacionArco_Bkp 336003","CorporacionArco_Bkp 336003","","","Disponible","3"
"CORPORACION ZIGOR","CORPORACION ZIGOR","337705_Corporacion_Zigor_PPAL","337705_Corporacion_Zigor_PPAL","","","Disponible","3"
"CORPORACION ZIGOR","CORPORACION ZIGOR","337705_Corporacion_Zigor_BCKP","337705_Corporacion_Zigor_BCKP","","","Disponible","3"
"COSTERA TELECOM (Los Garres) 200Mbps +25%","COSTERA TELECOM (Los Garres) 200Mbps +25%","rou_Costera_Telecom (Los Garres)","rou_Costera_Telecom (Los Garres)","","","Pausado (pausado)","7"
"COSTERA TELECOM (Los Garres) 200Mbps +25%","COSTERA TELECOM (Los Garres) 200Mbps +25%","Torres JMC - Costera Telecom","Torres JMC - Costera Telecom","","","Disponible","3"
"COSTERA TELECOM (Los Garres) 200Mbps +25%","COSTERA TELECOM (Los Garres) 200Mbps +25%","swF33240_Costera (F33240 Costera Telecom) [Cisco IOS Cisco Device]","swF33240_Costera (F33240 Costera Telecom) [Cisco IOS Cisco Device]","","","Disponible","3"
"COSTERA TELECOM (Los Garres) 200Mbps +25%","COSTERA TELECOM (Los Garres) 200Mbps +25%","Costera Telecom - Torres JMC","Costera Telecom - Torres JMC","","","Disponible","3"
"COVER VERIFICACIONES ELECTRICAS","COVER VERIFICACIONES ELECTRICAS","1-AA31A COVER VERIFICACIONES ELECTRICAS FTTH Oceans","1-AA31A COVER VERIFICACIONES ELECTRICAS FTTH Oceans","","","Disponible","3"
"COVER VERIFICACIONES ELECTRICAS","COVER VERIFICACIONES ELECTRICAS","1-W07L_Cover_Jaen (1-W07L COVER VERIFICACIONES ELECTRICAS JAEN FTTH 300M BT) [Cisco IOS Cisco Device]","1-W07L_Cover_Jaen (1-W07L COVER VERIFICACIONES ELECTRICAS JAEN FTTH 300M BT) [Cisco IOS Cisco Device]","","","Disponible","3"
"COVESA","COVESA","Covesa_Fornells","Covesa_Fornells","","","Disponible","3"
"COVESA","COVESA","330002_Covesa_Mataro","330002_Covesa_Mataro","","","Disponible","3"
"COVESA","COVESA","330002_Covesa_Mollet","330002_Covesa_Mollet","","","Disponible","3"
"COVESA","COVESA","33002_Covesa_Badalona","33002_Covesa_Badalona","","","Disponible","3"
"CPD - ATICA","CPD - ATICA","AGR_sp_mad_P01","AGR_sp_mad_P01","","","Pausado (pausado)","7"
"CPD IBERCOM-ZUATZU","CPD IBERCOM-ZUATZU","CEA Jaizquibel - CPD Zuatzu","CEA Jaizquibel - CPD Zuatzu","","","Disponible","3"
"CPD IBERCOM-ZUATZU","CPD IBERCOM-ZUATZU","CPD Ibercom - CEA Jaizquibel","CPD Ibercom - CEA Jaizquibel","","","Disponible","3"
"CPD IBERCOM-ZUATZU","CPD IBERCOM-ZUATZU","Ubiquiti CPD San Sebastian Zuatxu - CEA Jaizquibel","Ubiquiti CPD San Sebastian Zuatxu - CEA Jaizquibel","","","Disponible","3"
"CPD NAVIGO","CPD NAVIGO","RBR_sp_cr_M80","RBR_sp_cr_M80","","","Disponible","3"
"CPD NAVIGO","CPD NAVIGO","SWI_IGMP_07_Navigo","SWI_IGMP_07_Navigo","","","Disponible","3"
"CPD ONO Huelva","CPD ONO Huelva","SWI_IGMP_05","SWI_IGMP_05","","","Disponible","3"
"CPD ONO Huelva","CPD ONO Huelva","AGW_HUELVA_01","AGW_HUELVA_01","","","Disponible","3"
"CPD ONO Jerez","CPD ONO Jerez","AGW_15_JEREZ","AGW_15_JEREZ","","","Disponible","3"
"CPD TREVENQUE","CPD TREVENQUE","AGW_GRANADA_01","AGW_GRANADA_01","","","Disponible","3"
"CRISTALIZA","CRISTALIZA","Cristaliza FTTH_100M","Cristaliza FTTH_100M","","","Pausado","8"
"CRISTALIZA","CRISTALIZA","Cristaliza Backup ADSL 8M","Cristaliza Backup ADSL 8M","","","Disponible","3"
"CRISTALIZA","CRISTALIZA","Cristaliza E1 PPAL","Cristaliza E1 PPAL","","","Disponible","3"
"CT ALICANTE","CT ALICANTE","SERCRESA_GW_01_TIPHONE","SERCRESA_GW_01_TIPHONE","","","Disponible","3"
"CT ALICANTE","CT ALICANTE","SERCRESA_PPAL","SERCRESA_PPAL","","","Disponible","3"
"CT ALICANTE","CT ALICANTE","SERCRESA_BCKP","SERCRESA_BCKP","","","Disponible","3"
"CT ALICANTE","CT ALICANTE","SERCRESA_GW_02_MOVISTAR","SERCRESA_GW_02_MOVISTAR","","","Disponible","3"
"CT AXION VALENCINA 1","CT AXION VALENCINA 1","sw278000_Pilas_bckp","sw278000_Pilas_bckp","","","Disponible","3"
"CT AXION VALENCINA 1","CT AXION VALENCINA 1","AGW_06_VALENCINA_4900","AGW_06_VALENCINA_4900","","","Disponible","3"
"CT AXION VALENCINA 1","CT AXION VALENCINA 1","AGW_Valencina_01_IP_Backup_Malaga (Desmontado)","AGW_Valencina_01_IP_Backup_Malaga (Desmontado)","","","Pausado (pausado)","7"
"CT AXION VALENCINA 2","CT AXION VALENCINA 2","agw_06_valencina2","agw_06_valencina2","","","Disponible","3"
"CT AXION VALENCINA 2","CT AXION VALENCINA 2","agw_06_valencina2_IP_Backup_Malaga","agw_06_valencina2_IP_Backup_Malaga","","","Pausado (pausado)","7"
"CT AXION VALENCINA 2","CT AXION VALENCINA 2","216080_Solis Multimedia_Mikrotik","216080_Solis Multimedia_Mikrotik","","","Disponible","3"
"CT BILBAO","CT BILBAO","SERVICO_Bilbao_VPN","SERVICO_Bilbao_VPN","","","Disponible","3"
"CT BILBAO","CT BILBAO","SERVICO_Bilbao_VoIP","SERVICO_Bilbao_VoIP","","","Disponible","3"
"CT CORDOBA","CT CORDOBA","AUGESPA MAIN gráficas radioenlace","AUGESPA MAIN gráficas radioenlace","","","Disponible","3"
"CT CORDOBA","CT CORDOBA","AUGESPA MAIN","AUGESPA MAIN","","","Disponible","3"
"CT CORDOBA","CT CORDOBA","Augespa cordo bck","Augespa cordo bck","","","Disponible","3"
"CT MALLORCA","CT MALLORCA","Mallorca_VPN","Mallorca_VPN","","","Disponible","3"
"CT ONO","CT ONO","AGW_28_Alicante01","AGW_28_Alicante01","","","Disponible","3"
"CT SEVILLA","CT SEVILLA","CT_SEVILLA_GPON (Gescosa_S_Backup_FTTH) [Cisco IOS Cisco Device]","CT_SEVILLA_GPON (Gescosa_S_Backup_FTTH) [Cisco IOS Cisco Device]","","","Disponible","3"
"CT SEVILLA","CT SEVILLA","Gescosa_S_LTE","Gescosa_S_LTE","","","Disponible","3"
"CT VALENCIA","CT VALENCIA","ACINSA_Backup_10Mb","ACINSA_Backup_10Mb","","","Disponible","3"
"CT VALENCIA","CT VALENCIA","ACINSA_GW","ACINSA_GW","","","Disponible","3"
"CT VALENCIA","CT VALENCIA","ACINSA_MAIN_100M","ACINSA_MAIN_100M","","","Disponible","3"
"CT ZARAGOZA","CT ZARAGOZA","GEASA_main","GEASA_main","","","Disponible","3"
"CT ZARAGOZA","CT ZARAGOZA","GEASA_Z_BACKUP","GEASA_Z_BACKUP","","","Disponible","3"
"CUARCITAS DEL MEDITERRANEO","CUARCITAS DEL MEDITERRANEO","rou_338473_Cuarcitas(10/10 Airenetworks)","rou_338473_Cuarcitas(10/10 Airenetworks)","","","Disponible","3"
"Cuatro AM Sales","Cuatro AM Sales","331815_CUATRO_FTTH_Sarenet (Cuatro AM Sales) [Cisco IOS Cisco Device]","331815_CUATRO_FTTH_Sarenet (Cuatro AM Sales) [Cisco IOS Cisco Device]","","","Disponible","3"
"CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","333967_CVNE_ITX_GW_Vodafone(numeracion corta)","333967_CVNE_ITX_GW_Vodafone(numeracion corta)","","","Disponible","3"
"CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","333967_Cvne_SANTBOI_BT","333967_Cvne_SANTBOI_BT","","","Disponible","3"
"CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","Contino_Cvne_335355_Backup_945625315","Contino_Cvne_335355_Backup_945625315","","","Pausado","8"
"CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","336542CVNE_Loui_Neo_10M_Adsl (333967_CVNE_Loiu_10mb_Neo) [Cisco IOS Cisco Device]","336542CVNE_Loui_Neo_10M_Adsl (333967_CVNE_Loiu_10mb_Neo) [Cisco IOS Cisco Device]","","","Disponible","3"
"CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","333967_CVNE_Haro","333967_CVNE_Haro","","","Disponible","3"
"CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","333967_CVNE_Madrid_ADSL_BACKUP","333967_CVNE_Madrid_ADSL_BACKUP","","","Pausado","8"
"CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","333967_CVNE_Madrid_Fibra_10M_PPAL","333967_CVNE_Madrid_Fibra_10M_PPAL","","","Disponible","3"
"CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","Contino_Cvne_333967_Ppal_945621114","Contino_Cvne_333967_Ppal_945621114","","","Disponible","3"
"CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","333967_CVNE_La_Guardia","333967_CVNE_La_Guardia","","","Disponible","3"
"CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","333967_Cvne_Loiu_ADSL_Backup","333967_Cvne_Loiu_ADSL_Backup","","","Disponible","3"
"CYTU SELF STORAGE SI","CYTU SELF STORAGE SI","336244 CYTU SELF 10M NEOSKY","336244 CYTU SELF 10M NEOSKY","","","Pausado","8"
"DANIEL MORENO FERIA","DANIEL MORENO FERIA","216158-Daniel_Moreno_Villamanrique (rou216158_Daniel_Moreno_Backup) [Cisco IOS Cisco Device]","216158-Daniel_Moreno_Villamanrique (rou216158_Daniel_Moreno_Backup) [Cisco IOS Cisco Device]","","","Disponible","3"
"DANIEL MORENO FERIA","DANIEL MORENO FERIA","216158-Daniel_Moreno_Villamanrique (rou_216158_Daniel_Moreno) [Cisco IOS Cisco Device]","216158-Daniel_Moreno_Villamanrique (rou_216158_Daniel_Moreno) [Cisco IOS Cisco Device]","","","Disponible","3"
"DANIEL MORENO FERIA","DANIEL MORENO FERIA","Villamanrique - Pilas","Villamanrique - Pilas","","","Disponible","3"
"DANIEL MORENO FERIA","DANIEL MORENO FERIA","Pilas - Villamanrique","Pilas - Villamanrique","","","Disponible","3"
"DANIEL MORENO FERIA","DANIEL MORENO FERIA","sw216158_Villamanrique (Swi216158_Daniel_Moreno) [Cisco IOS Cisco Device]","sw216158_Villamanrique (Swi216158_Daniel_Moreno) [Cisco IOS Cisco Device]","","","Disponible","3"
"DATACENTER DYNAMICS","DATACENTER DYNAMICS","325317_DATACENTER_BravoMurillo_BCKP","325317_DATACENTER_BravoMurillo_BCKP","","","Disponible","3"
"DATACENTER DYNAMICS","DATACENTER DYNAMICS","325317_DATACENTER_BravoMurillo_PPAL","325317_DATACENTER_BravoMurillo_PPAL","","","Disponible","3"
"DEKRA ESPAÑA","DEKRA ESPAÑA","DEKRA_ESP_338311_FTTH_10M SARENET","DEKRA_ESP_338311_FTTH_10M SARENET","","","Disponible","3"
"DELGADO Y DELGADO","DELGADO Y DELGADO","318669 DELGADO Y DELGADO","318669 DELGADO Y DELGADO","","","Pausado","8"
"DENIAVISION","DENIAVISION","216128 Deniavision","216128 Deniavision","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","87.124.162.227 (Deportes ONLY (CC COPO - El Ejido)) [Webserver]","87.124.162.227 (Deportes ONLY (CC COPO - El Ejido)) [Webserver]","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Deportes Blanes (El Ejido)","Deportes Blanes (El Ejido)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Blanes Joven (CC Hipercopo - El Ejido)","Blanes Joven (CC Hipercopo - El Ejido)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Guillermo Blanes Del Aguila","Guillermo Blanes Del Aguila","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Calzados Redsign (Hnos Pinzón - Almería)","Calzados Redsign (Hnos Pinzón - Almería)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Blanes Joven (Vera)","Blanes Joven (Vera)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Blanes Joven (Adra)","Blanes Joven (Adra)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Blanes Joven (Factory Pryca - Almería)","Blanes Joven (Factory Pryca - Almería)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Blanes Joven Almería (Calle Lopan)","Blanes Joven Almería (Calle Lopan)","","","Pausado (pausado)","7"
"DEPORTES BLANES","DEPORTES BLANES","Calzados Redsign (CC Mediterraneo - Almería)","Calzados Redsign (CC Mediterraneo - Almería)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Almeriblan (Calle Garcia Alix - Almería)","Almeriblan (Calle Garcia Alix - Almería)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Deportes Guidalba (CC Gran Plaza - Roquetas de Mar)","Deportes Guidalba (CC Gran Plaza - Roquetas de Mar)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Calzados Redsign (Calle Obispo Orbera - Almería)","Calzados Redsign (Calle Obispo Orbera - Almería)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Deportes Blanes OVERKAI Zapillo","Deportes Blanes OVERKAI Zapillo","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Valsaba Proyectos (Lorca)","Valsaba Proyectos (Lorca)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Overkai Proyectos (Calle Estacio - Almería)","Overkai Proyectos (Calle Estacio - Almería)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Overkai Proyectos (La Cañada)","Overkai Proyectos (La Cañada)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Valsaba Proyectos (Aguilas)","Valsaba Proyectos (Aguilas)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Overkai Proyectos (C/ Lobero - Almeria)","Overkai Proyectos (C/ Lobero - Almeria)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Valsaba Proyectos","Valsaba Proyectos","","","Pausado","9"
"DEPORTES BLANES","DEPORTES BLANES","Deportes Guidabla (CC Gran Plaza - Almería)","Deportes Guidabla (CC Gran Plaza - Almería)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Deportes del Andarax","Deportes del Andarax","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Blanes Joven (Almería)","Blanes Joven (Almería)","","","Disponible","3"
"DEPORTES BLANES","DEPORTES BLANES","Calzados Redsign (Campohermoso)","Calzados Redsign (Campohermoso)","","","Disponible","3"
