"Grupo","Grupo(RAW)","Aparato","Aparato(RAW)","Sensor","Sensor(RAW)","Estado","Estado(RAW)"
"FASTER","FASTER","Faster_Bilbao","Faster_Bilbao","","","Disponible","3"
"FASTER","FASTER","Faster_Sevilla","Faster_Sevilla","","","Disponible","3"
"FASTER","FASTER","Faster_Torrejon","Faster_Torrejon","","","Disponible","3"
"FASTER","FASTER","Faster_Pamplona","Faster_Pamplona","","","Disponible","3"
"FASTER","FASTER","Faster_BCN_Diagonal","Faster_BCN_Diagonal","","","Disponible","3"
"FASTER","FASTER","Faster_Burgos","Faster_Burgos","","","Disponible","3"
"FASTER","FASTER","Faster_Silla","Faster_Silla","","","Disponible","3"
"FECOSAUTO S.L","FECOSAUTO S.L","337174_Fecosauto_(Airenetworks)","337174_Fecosauto_(Airenetworks)","","","Pausado (pausado)","7"
"FECOSAUTO S.L","FECOSAUTO S.L","337174_Fecosauto","337174_Fecosauto","","","Disponible","3"
"FEDERACIO CATALANA DE HANDBOL","FEDERACIO CATALANA DE HANDBOL","335129_Handbol_FTTH_Sarenet(Federacio Catalana Handbol_SantJoanDespi)","335129_Handbol_FTTH_Sarenet(Federacio Catalana Handbol_SantJoanDespi)","","","Disponible","3"
"Federacion Enseñanza (Ferececa)","Federacion Enseñanza (Ferececa)","Federacion Enseñanza (Ferececa)","Federacion Enseñanza (Ferececa)","","","Pausado","8"
"FERNANDO RODRIGUEZ PEREZ","FERNANDO RODRIGUEZ PEREZ","1-751KA_Fernando_Rodriguez_Perez","1-751KA_Fernando_Rodriguez_Perez","","","Disponible","3"
"FERROVIAL","FERROVIAL","Ferrovial_BCN_Ppal (Sants)","Ferrovial_BCN_Ppal (Sants)","","","Disponible","3"
"FERROVIAL","FERROVIAL","Ferrovial_Mad_Ppal (Atocha)","Ferrovial_Mad_Ppal (Atocha)","","","Disponible","3"
"FERROVIAL","FERROVIAL","Ferrovial_CPD_Ibercom","Ferrovial_CPD_Ibercom","","","Disponible","3"
"FERROVIAL","FERROVIAL","Ferrovial_Mad_Ppal (Delicias)","Ferrovial_Mad_Ppal (Delicias)","","","Disponible","3"
"FINANSER CONSULTORES S.L.","FINANSER CONSULTORES S.L.","626217_Finanser (FTTH SARENET) [Cisco IOS Cisco Device]","626217_Finanser (FTTH SARENET) [Cisco IOS Cisco Device]","","","Disponible","3"
"FINCA LA GRAMANOSA","FINCA LA GRAMANOSA","338204_Finca_La_Gramanosa","338204_Finca_La_Gramanosa","","","Disponible","3"
"FIRTEC","FIRTEC","338480 Firtec 20M Opentel","338480 Firtec 20M Opentel","","","Pausado","8"
"FITEX","FITEX","332879_Fitex_Badajoz","332879_Fitex_Badajoz","","","Disponible","3"
"FITEX","FITEX","332879_Fitex_Caceres_100M_BT","332879_Fitex_Caceres_100M_BT","","","Disponible","3"
"FITEX","FITEX","337018_Fitex_Arroyo de la luz_Caceres","337018_Fitex_Arroyo de la luz_Caceres","","","Disponible","3"
"FITEX","FITEX","332879_Fitex_Caceres_20M_Ono_Backup","332879_Fitex_Caceres_20M_Ono_Backup","","","Disponible","3"
"FONEXION","FONEXION","Fonexion LTE 20M Bilbao","Fonexion LTE 20M Bilbao","","","Pausado","8"
"FONEXION","FONEXION","Fonexion ADSL 8M Gordexola","Fonexion ADSL 8M Gordexola","","","Pausado","8"
"FORUM CONSULTING ASSOCIATES 2014, S.L","FORUM CONSULTING ASSOCIATES 2014, S.L","335443_Forum_Consulting_Associates","335443_Forum_Consulting_Associates","","","Disponible","3"
"Franbeda","Franbeda","Franbeda 336114","Franbeda 336114","","","Disponible","3"
"FRANCHISING CALZEDONIA ESPAÑA","FRANCHISING CALZEDONIA ESPAÑA","334864_Calzedonia","334864_Calzedonia","","","Pausado","8"
"FRANCOMOR","FRANCOMOR","Francomor_Calle_B.Salado_HSRP_1","Francomor_Calle_B.Salado_HSRP_1","","","Disponible","3"
"FRANCOMOR","FRANCOMOR","Francomor_Calle_B.Salado_HSRP_2","Francomor_Calle_B.Salado_HSRP_2","","","Disponible","3"
"FRANCOMOR","FRANCOMOR","Francomor_Calle_Cuatro_Picos","Francomor_Calle_Cuatro_Picos","","","Disponible","3"
"FRANCOMOR","FRANCOMOR","FRANCOMOR_CCPasillo Verde_10M_Sarenet","FRANCOMOR_CCPasillo Verde_10M_Sarenet","","","Disponible","3"
"FRANCOMOR","FRANCOMOR","Francomor_Calle_Radio_HSRP_1","Francomor_Calle_Radio_HSRP_1","","","Disponible","3"
"FRANCOMOR","FRANCOMOR","FRANCOMOR_C.Algete_Neo_10M_335927","FRANCOMOR_C.Algete_Neo_10M_335927","","","Disponible","3"
"FRANCOMOR","FRANCOMOR","Francomor_C.Algete_bckp_adsl_335927","Francomor_C.Algete_bckp_adsl_335927","","","Disponible","3"
"FRANCOMOR","FRANCOMOR","Francomor_CCPasillo Verde_bckp_adsl_335927","Francomor_CCPasillo Verde_bckp_adsl_335927","","","Pausado","8"
"FRANCOMOR","FRANCOMOR","Francomor_Calle_Radio_HSRP_2 [Cisco IOS ADSL Cisco Device]","Francomor_Calle_Radio_HSRP_2 [Cisco IOS ADSL Cisco Device]","","","Disponible","3"
"FRANCOMOR","FRANCOMOR","Francomor_Calle_Fuenlabrada_HSRP_1","Francomor_Calle_Fuenlabrada_HSRP_1","","","Disponible","3"
"FRANCOMOR","FRANCOMOR","Francomor_Calle_Fuenlabrada_HSRP_2","Francomor_Calle_Fuenlabrada_HSRP_2","","","Disponible","3"
"FRIOANTARTIC","FRIOANTARTIC","332402_FRIOANTARTIC","332402_FRIOANTARTIC","","","Pausado","8"
"FRITTA","FRITTA","Frita_338117_10M_Prored","Frita_338117_10M_Prored","","","Pausado","8"
"FRONDA ALGETE","FRONDA ALGETE","Fronda Algete adsl backup","Fronda Algete adsl backup","","","Disponible","3"
"FRONDA ALGETE","FRONDA ALGETE","Fronda Algete - Andritz Hydro - Radio Mikrotik Netmetal 5GHz","Fronda Algete - Andritz Hydro - Radio Mikrotik Netmetal 5GHz","","","Disponible","3"
"FRONDA ALGETE","FRONDA ALGETE","Andritz Hydro - Fronda Algete - Radio Mikrotik Netmetal 5GHz","Andritz Hydro - Fronda Algete - Radio Mikrotik Netmetal 5GHz","","","Disponible","3"
"FRONDA ALGETE","FRONDA ALGETE","Router Fronda Algete Mikrotik RB2011","Router Fronda Algete Mikrotik RB2011","","","Disponible","3"
"FUND SCIENCIA TO BUSINESS FOUND","FUND SCIENCIA TO BUSINESS FOUND","F40088 FS2B FACT FTTH 300M Sarenet PPAL","F40088 FS2B FACT FTTH 300M Sarenet PPAL","","","Disponible","3"
"FUND SCIENCIA TO BUSINESS FOUND","FUND SCIENCIA TO BUSINESS FOUND","F40088 FS2B FACT LTE Backup","F40088 FS2B FACT LTE Backup","","","Disponible","3"
"FUNDACION ANESVAD","FUNDACION ANESVAD","Anesvad_EFM20M_Sarenet_331329","Anesvad_EFM20M_Sarenet_331329","","","Disponible","3"
"FUNDACIÓN ANNA O","FUNDACIÓN ANNA O","F42294_FUNDACIÓN_ANNA_O","F42294_FUNDACIÓN_ANNA_O","","","Disponible","3"
"FUNDACION EDUCATIVA FRANCISCO COLL","FUNDACION EDUCATIVA FRANCISCO COLL","Antena_Cliente","Antena_Cliente","","","Disponible","3"
"FUNDACION EDUCATIVA FRANCISCO COLL","FUNDACION EDUCATIVA FRANCISCO COLL","339265_Fundación_Educativa_Francisco_Coll","339265_Fundación_Educativa_Francisco_Coll","","","Disponible","3"
"FUNDACION FORMACION Y EMPLEO ANDALUCIA","FUNDACION FORMACION Y EMPLEO ANDALUCIA","1-65O2X Fundación Forma. y Emp. de Andalucía FTTH 10M BT","1-65O2X Fundación Forma. y Emp. de Andalucía FTTH 10M BT","","","Disponible","3"
"FUNDOSA","FUNDOSA","330947_Fundosa","330947_Fundosa","","","Disponible","3"
"GEDESCO","GEDESCO","GEDESCO_338419_20M (Airenetworks)","GEDESCO_338419_20M (Airenetworks)","","","Disponible","3"
"GENETSIS PARTNERS","GENETSIS PARTNERS","1-KFA4 Genetsis (Alejo Carpentier) 10M Ufinet","1-KFA4 Genetsis (Alejo Carpentier) 10M Ufinet","","","Disponible","3"
"GENETSIS_MANCHASOL","GENETSIS_MANCHASOL","10.97.22.45 (rou_Genetsis_Manchasol)","10.97.22.45 (rou_Genetsis_Manchasol)","","","Disponible","3"
"GERDREI","GERDREI","10.97.128.69 (GERDREI 60/8) [Webserver]","10.97.128.69 (GERDREI 60/8) [Webserver]","","","Pausado","8"
"GERDREI","GERDREI","10.97.128.237 (GERDREI 80/12) [Webserver]","10.97.128.237 (GERDREI 80/12) [Webserver]","","","Pausado","8"
"GESLICO","GESLICO","ADSL_Elisa_Teletrabajador","ADSL_Elisa_Teletrabajador","","","Disponible","3"
"GESLICO","GESLICO","Mercurio","Mercurio","","","Disponible","3"
"GESTIÓN DE INMUEBLES Y SOLARES","GESTIÓN DE INMUEBLES Y SOLARES","13737_Gest_Inm_y_Sol","13737_Gest_Inm_y_Sol","","","Pausado","8"
"GESTIÓN DE INMUEBLES Y SOLARES","GESTIÓN DE INMUEBLES Y SOLARES","13737_Gest_Inm_y_Sol_BGP_Backup_Telvent_Sevilla","13737_Gest_Inm_y_Sol_BGP_Backup_Telvent_Sevilla","","","Pausado","8"
"GESTORIA VASCA","GESTORIA VASCA","335723_10M_Gestoria_Vasca","335723_10M_Gestoria_Vasca","","","Disponible","3"
"GIBSEN INVESTMENTS","GIBSEN INVESTMENTS","Gibsen_336726#4520","Gibsen_336726#4520","","","Disponible","3"
"GLOBAL CYGNUS","GLOBAL CYGNUS","C337230 Global Cygnus 100M Abertis","C337230 Global Cygnus 100M Abertis","","","Disponible","3"
"GLOBAL SALES (GSS)","GLOBAL SALES (GSS)","VOIP-03_NUEVO (GSS GW3) [Cisco Device]","VOIP-03_NUEVO (GSS GW3) [Cisco Device]","","","Disponible","3"
"GLOBAL SALES (GSS)","GLOBAL SALES (GSS)","GSS_100M 330995","GSS_100M 330995","","","Disponible","3"
"GLOBAL SALES (GSS)","GLOBAL SALES (GSS)","VOIP-02_NUEVO (GSS GW_02) [Cisco IOS Cisco Device]","VOIP-02_NUEVO (GSS GW_02) [Cisco IOS Cisco Device]","","","Disponible","3"
"GLOBAL SALES (GSS)","GLOBAL SALES (GSS)","212.230.171.245 (VOIP-05 (GSS GW_05_CallerIdLoco))","212.230.171.245 (VOIP-05 (GSS GW_05_CallerIdLoco))","","","Disponible","3"
"GLOBAL SALES (GSS)","GLOBAL SALES (GSS)","VOIP-04_NUEVO (VOIP-04 (GSS GW_04)) [Cisco IOS Cisco Device]","VOIP-04_NUEVO (VOIP-04 (GSS GW_04)) [Cisco IOS Cisco Device]","","","Disponible","3"
"GLOBAL SALES (GSS)","GLOBAL SALES (GSS)","VOIP-01_NUEVO (VOIP-01 (GSS_GW1)) [Cisco IOS Cisco Device]","VOIP-01_NUEVO (VOIP-01 (GSS_GW1)) [Cisco IOS Cisco Device]","","","Disponible","3"
"GMR SUMMER CAMPS","GMR SUMMER CAMPS","332798 GMR SUMMER CAMPS","332798 GMR SUMMER CAMPS","","","Disponible","3"
"GRACIAFON","GRACIAFON","305788_Graciafon_20Mbps [Cisco IOS Cisco Device]","305788_Graciafon_20Mbps [Cisco IOS Cisco Device]","","","Disponible","3"
"Graddo II","Graddo II","Sw_Graddo_II_Tomas_Breton (Sw_GraddoII_Tomas_Breton) [Cisco IOS Cisco Device]","Sw_Graddo_II_Tomas_Breton (Sw_GraddoII_Tomas_Breton) [Cisco IOS Cisco Device]","","","Disponible","3"
"Graddo II","Graddo II","Sw_5722_GraddoII_Rosales (Sw_GraddoII_Avda_Rosales) [Cisco IOS Cisco Device]","Sw_5722_GraddoII_Rosales (Sw_GraddoII_Avda_Rosales) [Cisco IOS Cisco Device]","","","Disponible","3"
"GRAFICAS AGA","GRAFICAS AGA","326641_Graf_Aga","326641_Graf_Aga","","","Disponible","3"
"GRAFICAS TXINGUDI","GRAFICAS TXINGUDI","static.46.87.195.213.ibercom.com (338555_CPE)","static.46.87.195.213.ibercom.com (338555_CPE)","","","Disponible","3"
"GRETTEL S.L.","GRETTEL S.L.","GRETTEL_10M_Aire (Circuito 10Mbps Airenetworks - 332939 GRETTEL S.L) [Cisco IOS Cisco Device]","GRETTEL_10M_Aire (Circuito 10Mbps Airenetworks - 332939 GRETTEL S.L) [Cisco IOS Cisco Device]","","","Disponible","3"
"GROUPE ID-LOGISTICS ESPAÑA","GROUPE ID-LOGISTICS ESPAÑA","IDL_Cortefiel_Aranjuez","IDL_Cortefiel_Aranjuez","","","Disponible","3"
"GROUPE ID-LOGISTICS ESPAÑA","GROUPE ID-LOGISTICS ESPAÑA","IDL_SERVICIOS CENTRALES","IDL_SERVICIOS CENTRALES","","","Pausado (pausado)","7"
"GRUPO CONCENTRA","GRUPO CONCENTRA","Draytek Vigor C/ Costa Brava 13 Madrid","Draytek Vigor C/ Costa Brava 13 Madrid","","","Disponible","3"
"GRUPO CONCENTRA","GRUPO CONCENTRA","315724_Concentra_100Mb","315724_Concentra_100Mb","","","Disponible","3"
"GRUPO CONCENTRA","GRUPO CONCENTRA","315724_GW_Concentra_C2851","315724_GW_Concentra_C2851","","","Disponible","3"
"GRUPO FRONDA","GRUPO FRONDA","FRONDA_REBASSA","FRONDA_REBASSA","","","Disponible","3"
"GRUPO FRONDA","GRUPO FRONDA","Fronda_Baleares_ADSL_backup","Fronda_Baleares_ADSL_backup","","","Disponible","3"
"GRUPO FRONDA","GRUPO FRONDA","FrondaAndalucia (Fronda_Andalucia) [Cisco IOS Cisco Device]","FrondaAndalucia (Fronda_Andalucia) [Cisco IOS Cisco Device]","","","Disponible","3"
"GRUPO FRONDA","GRUPO FRONDA","FRONDA MAJADAHONDA (ONO)) Xtra-3017 [Webserver]","FRONDA MAJADAHONDA (ONO)) Xtra-3017 [Webserver]","","","Disponible","3"
"GRUPO FRONDA","GRUPO FRONDA","Fronda_10M_WifiBaleares_331202 (FRONDA_Palma_Mallorca_WIFIBALEARES) [Cisco IOS Cisco Device]","Fronda_10M_WifiBaleares_331202 (FRONDA_Palma_Mallorca_WIFIBALEARES) [Cisco IOS Cisco Device]","","","Disponible","3"
"Grupo k Telecomunicaciones SL","Grupo k Telecomunicaciones SL","200955_Grupo_k_Telecomunicaciones","200955_Grupo_k_Telecomunicaciones","","","Disponible","3"
"Grupo k Telecomunicaciones SL","Grupo k Telecomunicaciones SL","FTTH_87.124.169.19_Grupo_K_Telecomunicaciones [Webserver]","FTTH_87.124.169.19_Grupo_K_Telecomunicaciones [Webserver]","","","Disponible","3"
"GRUPO KONECTA","GRUPO KONECTA","F41797 GRUPO KONECTA conex Directa Telvent BCN","F41797 GRUPO KONECTA conex Directa Telvent BCN","","","Disponible","3"
"GRUPO ORENES","GRUPO ORENES","ORENES_100M_Ufinet (Circuito 100M de Ufinet - 1-2FDX8 - GRUPO ORENES) [Cisco IOS Cisco Device]","ORENES_100M_Ufinet (Circuito 100M de Ufinet - 1-2FDX8 - GRUPO ORENES) [Cisco IOS Cisco Device]","","","Disponible","3"
"Grupo Yamm","Grupo Yamm","334219_G.YAMM_Madrid","334219_G.YAMM_Madrid","","","Pausado","8"
"GRUPOINGEST OUTSOURCING","GRUPOINGEST OUTSOURCING","332805 Grupoingest_2","332805 Grupoingest_2","","","Disponible","3"
"GS HYDRO S.A","GS HYDRO S.A","10.97.153.25 (1-AGF11 GS Hydro FTTH 30M Sarenet) [Webserver]","10.97.153.25 (1-AGF11 GS Hydro FTTH 30M Sarenet) [Webserver]","","","Disponible","3"
"HACIENDA LOS ROBLES","HACIENDA LOS ROBLES","336124 Hacienda Robles (HSRP BCK)","336124 Hacienda Robles (HSRP BCK)","","","Disponible","3"
"HACIENDA LOS ROBLES","HACIENDA LOS ROBLES","336124 Hacienda Robles Switch","336124 Hacienda Robles Switch","","","Disponible","3"
"HACIENDA LOS ROBLES","HACIENDA LOS ROBLES","336124 Hacienda Robles (HSRP Ppal)","336124 Hacienda Robles (HSRP Ppal)","","","Disponible","3"
"HACIENDA ZORITA","HACIENDA ZORITA","336002 Hacienda Zorita","336002 Hacienda Zorita","","","Disponible","3"
"HERMES COMUNICACIONES","HERMES COMUNICACIONES","rou_337636_Hermes","rou_337636_Hermes","","","Disponible","3"
"HILDA LUCIA VILABOA","HILDA LUCIA VILABOA","Antena cliente","Antena cliente","","","Disponible","3"
"HILDA LUCIA VILABOA","HILDA LUCIA VILABOA","ccSF33083_Hilda_Lucia_Vilaboa","ccSF33083_Hilda_Lucia_Vilaboa","","","Disponible","3"
"HOTEL ARCIPRESTE DE HITA","HOTEL ARCIPRESTE DE HITA","335556 HOTEL ARCIPRESTE DE HITA (10M)","335556 HOTEL ARCIPRESTE DE HITA (10M)","","","Disponible","3"
"HOTEL GRILL","HOTEL GRILL","337126_Hotel_Grill","337126_Hotel_Grill","","","Disponible","3"
"HOTEL KAKTUS ALBIR","HOTEL KAKTUS ALBIR","335438 HOTEL KAKTUS ALBIR","335438 HOTEL KAKTUS ALBIR","","","Pausado","8"
"HOTEL LOS PERIQUITOS","HOTEL LOS PERIQUITOS","319791_HotelPeriquitos (HOTEL LOS PERIQUITOS) [Cisco IOS ADSL Cisco Device]","319791_HotelPeriquitos (HOTEL LOS PERIQUITOS) [Cisco IOS ADSL Cisco Device]","","","Disponible","3"
"HOTEL URDANIBIA SL","HOTEL URDANIBIA SL","F42683_HOTEL_URDANIBIA_2","F42683_HOTEL_URDANIBIA_2","","","Disponible","3"
"HOTEL URDANIBIA SL","HOTEL URDANIBIA SL","F42683_HOTEL_URDANIBIA","F42683_HOTEL_URDANIBIA","","","Disponible","3"
"HOTELES ONASOL","HOTELES ONASOL","Hotel Dalmatas Onasol - Hotel Mar Blau Onasol (Radio Mikrotik Netmetal)","Hotel Dalmatas Onasol - Hotel Mar Blau Onasol (Radio Mikrotik Netmetal)","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Switch Hotel Dalmatas Onasol","Switch Hotel Dalmatas Onasol","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Switch Hotel Vista Oro Onasol","Switch Hotel Vista Oro Onasol","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Hotel Fiesta Park Onasol - Hotel Fleming Onasol (Radio Mikrotik Netmetal)","Hotel Fiesta Park Onasol - Hotel Fleming Onasol (Radio Mikrotik Netmetal)","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Hotel Fleming - Hotel Bali (Radio Mikrotik Netmetal)","Hotel Fleming - Hotel Bali (Radio Mikrotik Netmetal)","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Switch Hotel Mar Blau Onasol","Switch Hotel Mar Blau Onasol","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Adsl Monitorización","Adsl Monitorización","","","Disponible","3"
"HOTELES ONASOL","HOTELES ONASOL","Switch Hotel Fleming Onasol","Switch Hotel Fleming Onasol","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Switch Hotel Fiesta Park Onasol","Switch Hotel Fiesta Park Onasol","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Hotel Fleming Onasol - Hotel Vista Oro Onasol (Radio Mikrotik Netmetal)","Hotel Fleming Onasol - Hotel Vista Oro Onasol (Radio Mikrotik Netmetal)","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Hotel Mar Blau Onasol - Hotel Dalmatas Onasol (Radio Mikrotik Netmetal)","Hotel Mar Blau Onasol - Hotel Dalmatas Onasol (Radio Mikrotik Netmetal)","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Hotel Vista Oro Onasol - Hotel Fleming Onasol (Radio Mikrotik Netmetal)","Hotel Vista Oro Onasol - Hotel Fleming Onasol (Radio Mikrotik Netmetal)","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Hotel Fleming Onasol - Hotel Vista Oro Onasol (Radio Mikrotik Netmetal)","Hotel Fleming Onasol - Hotel Vista Oro Onasol (Radio Mikrotik Netmetal)","","","Pausado","8"
"HOTELES ONASOL","HOTELES ONASOL","Hotel Mar Blau Onasol - Hotel Vista Oro Onasol (Radio Mikrotik Netmetal)","Hotel Mar Blau Onasol - Hotel Vista Oro Onasol (Radio Mikrotik Netmetal)","","","Pausado","8"
"HURCHILLO-Orihuela","HURCHILLO-Orihuela","AGW_ORI_01","AGW_ORI_01","","","Disponible","3"
"HURCHILLO-Orihuela","HURCHILLO-Orihuela","215005_CanalTV_bckp","215005_CanalTV_bckp","","","Pausado","8"
"HURCHILLO-Orihuela","HURCHILLO-Orihuela","270000_TVBenejuzar_BCKP","270000_TVBenejuzar_BCKP","","","Pausado","8"
"HURCHILLO-Orihuela","HURCHILLO-Orihuela","216195 Vegacom 200Mbps radio Abertis Backup","216195 Vegacom 200Mbps radio Abertis Backup","","","Pausado","8"
"iberempr_incidencias","iberempr_incidencias","212.230.98.118 (Copasa_976455318)","212.230.98.118 (Copasa_976455318)","","","Disponible","3"
"ICA INFOMATICA Y COM AVANZADAS","ICA INFOMATICA Y COM AVANZADAS","1-9Z1K6_ICA_100M_Ufinet (1-9Z1K6 ICA Informatica y COM Avanzadas) [Cisco IOS Cisco Device]","1-9Z1K6_ICA_100M_Ufinet (1-9Z1K6 ICA Informatica y COM Avanzadas) [Cisco IOS Cisco Device]","","","Disponible","3"
"ICX PILAS","ICX PILAS","sw278000_Pilas_bckp_1gb","sw278000_Pilas_bckp_1gb","","","Disponible","3"
"ICX PILAS","ICX PILAS","sw278000_Pilas_10gb(3gb)","sw278000_Pilas_10gb(3gb)","","","Disponible","3"
"IDL_CARREFOUR","IDL_CARREFOUR","IDL_CAD Levante_Carrefour_radio (internet)","IDL_CAD Levante_Carrefour_radio (internet)","","","Pausado","8"
"IDL_CARREFOUR","IDL_CARREFOUR","IDL_CAD Levante_Carrefour_fibra (vpn)","IDL_CAD Levante_Carrefour_fibra (vpn)","","","Pausado","8"
"IDL_CARREFOUR","IDL_CARREFOUR","IDL_CAD Miralcampo_Carrefour_ppal","IDL_CAD Miralcampo_Carrefour_ppal","","","Pausado","8"
"IDL_CARREFOUR","IDL_CARREFOUR","IDL_CAD Miralcampo_Carrefour_bckp","IDL_CAD Miralcampo_Carrefour_bckp","","","Pausado","8"
"IDL_CARREFOUR","IDL_CARREFOUR","IDL_Interhost_NAT_Carrefour","IDL_Interhost_NAT_Carrefour","","","Disponible","3"
"IDL_CEPL","IDL_CEPL","IDL_CEPL_Pinto_ADSL_VPN","IDL_CEPL_Pinto_ADSL_VPN","","","Disponible","3"
"IDL_CPD_INTERHOST","IDL_CPD_INTERHOST","SW_CORE_Interhost","SW_CORE_Interhost","","","Disponible","3"
"IDL_CPD_INTERHOST","IDL_CPD_INTERHOST","IDL_Interhost_PPAL","IDL_Interhost_PPAL","","","Disponible","3"
"IDL_CPD_INTERHOST","IDL_CPD_INTERHOST","IDL_Interhost_BCKP","IDL_Interhost_BCKP","","","Disponible","3"
"IDL_CPD_INTERHOST","IDL_CPD_INTERHOST","IP_SLA VPN","IP_SLA VPN","","","Disponible","3"
"IDL_CPD_INTERHOST","IDL_CPD_INTERHOST","FW ASA","FW ASA","","","Disponible","3"
"IGORLE","IGORLE","Cpe_IGORLE","Cpe_IGORLE","","","Pausado","8"
"IGUAZURI SL","IGUAZURI SL","Antena_Cliente","Antena_Cliente","","","Disponible","3"
"IGUAZURI SL","IGUAZURI SL","F33630_Iguazuri","F33630_Iguazuri","","","Pausado","8"
"IGUAZURI SL","IGUAZURI SL","Router_Lintzirin","Router_Lintzirin","","","Disponible","3"
"IGUAZURI SL","IGUAZURI SL","Antena_Lintzirin","Antena_Lintzirin","","","Disponible","3"
"IKER VARA ALVAREZ","IKER VARA ALVAREZ","Antena cliente","Antena cliente","","","Disponible","3"
"IKER VARA ALVAREZ","IKER VARA ALVAREZ","Device 4","Device 4","","","Disponible","3"
"IMPRESSIONS ROTATIVES OFFSET","IMPRESSIONS ROTATIVES OFFSET","1-4MOPC_Impressions_20M_LTE (1-4MOPC IMPRESSIONS ROTATIVES OFFSET BACKUP ADSL) [Cisco IOS Cisco Device]","1-4MOPC_Impressions_20M_LTE (1-4MOPC IMPRESSIONS ROTATIVES OFFSET BACKUP ADSL) [Cisco IOS Cisco Device]","","","Disponible","3"
"IMPRESSIONS ROTATIVES OFFSET","IMPRESSIONS ROTATIVES OFFSET","1-4MOPC IMPRESSIONS ROTATIVES OFFSET 20/20M LTE","1-4MOPC IMPRESSIONS ROTATIVES OFFSET 20/20M LTE","","","Disponible","3"
"INDUSTRIAS DEL CEMENTO AGLOMERADO","INDUSTRIAS DEL CEMENTO AGLOMERADO","338489_Industrias_del_cemento_aglomerado","338489_Industrias_del_cemento_aglomerado","","","Pausado","8"
"INDUSTRIAS PLASTICAS BENEGAS SA","INDUSTRIAS PLASTICAS BENEGAS SA","Antena-Cliente","Antena-Cliente","","","Disponible","3"
"INDUSTRIAS PLASTICAS BENEGAS SA","INDUSTRIAS PLASTICAS BENEGAS SA","333367_Industrias_Plasticas_Benegas_RANGO4IPs","333367_Industrias_Plasticas_Benegas_RANGO4IPs","","","Disponible","3"
"INDUSTRIAS PLASTICAS BENEGAS SA","INDUSTRIAS PLASTICAS BENEGAS SA","333367_Industrias_Plasticas_Benegas","333367_Industrias_Plasticas_Benegas","","","Disponible","3"
"INGENIERIA DE RED BROADCAST","INGENIERIA DE RED BROADCAST","MikroTik (337295 Ing de red Broadcast Arganda)","MikroTik (337295 Ing de red Broadcast Arganda)","","","Pausado","8"
"INGENIERIA Y SERVICIOS TECNICOS","INGENIERIA Y SERVICIOS TECNICOS","1-6NGHW_INGENIERIA_SERVICIOS_100M_Ufinet+backup_LTE (30/6M LTE Backup INGENIERIA Y SERVICIOS TECNICOS) [Cisco IOS Cisco Device]","1-6NGHW_INGENIERIA_SERVICIOS_100M_Ufinet+backup_LTE (30/6M LTE Backup INGENIERIA Y SERVICIOS TECNICOS) [Cisco IOS Cisco Device]","","","Disponible","3"
"INGENIERIA Y SERVICIOS TECNICOS","INGENIERIA Y SERVICIOS TECNICOS","100M Ufinet Principal INGENIERIA Y SERVICIOS TECNICOS S.A","100M Ufinet Principal INGENIERIA Y SERVICIOS TECNICOS S.A","","","Disponible","3"
"INITEC","INITEC","324478_INITEC","324478_INITEC","","","Pausado","8"
"INJECCIO AMAC","INJECCIO AMAC","1-8DHN9 Injeccio Amac Montcada 20M Neutra","1-8DHN9 Injeccio Amac Montcada 20M Neutra","","","Disponible","3"
"INJECCIO AMAC","INJECCIO AMAC","1-8DHN9 Injeccio Amac Puerto BCN LTE 20M","1-8DHN9 Injeccio Amac Puerto BCN LTE 20M","","","Disponible","3"
"INNOVACION DIGITAL Y DESARROLLOS","INNOVACION DIGITAL Y DESARROLLOS","F33263 INNOVA DIGITAL 100M ONO","F33263 INNOVA DIGITAL 100M ONO","","","Disponible","3"
"INNOVACION DIGITAL Y DESARROLLOS","INNOVACION DIGITAL Y DESARROLLOS","F33263 INNOVA DIGITAL LTE BACUP","F33263 INNOVA DIGITAL LTE BACUP","","","Disponible","3"
"INNOVASUR","INNOVASUR","s216354_Innova-Almendralejo","s216354_Innova-Almendralejo","","","Disponible","3"
"INNOVASUR","INNOVASUR","s216354_Innova_Ubeda","s216354_Innova_Ubeda","","","Disponible","3"
"INNOVASUR","INNOVASUR","s216354_Innova-Linares","s216354_Innova-Linares","","","Disponible","3"
"INNOVASUR","INNOVASUR","s216354_Innova-Cordoba","s216354_Innova-Cordoba","","","Disponible","3"
"INNOVASUR","INNOVASUR","s216354_Innova-Granada","s216354_Innova-Granada","","","Disponible","3"
